,Day,Month,Year,Make,Aircraft.damage,Aircraft.Category,Number.of.Engines,Engine.Type,Weather.Condition,Broad.phase.of.flight,Fatal,Injured,Uninjured,Fatal.Cat,Fatal.Count,Latitude,Longitude,Fatal Ratio
12495,6,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0,0.0
12496,7,10,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12497,7,10,1984,CESSNA,Destroyed,,2,Reciprocating,VMC,Approach,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
12498,7,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12499,7,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12500,8,10,1984,CESSNA,Substantial,,1,Reciprocating,IMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12501,8,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0,0.0
12502,9,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12503,9,10,1984,CESSNA,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12504,9,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,1.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12505,10,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12506,10,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12507,11,10,1984,CESSNA,Destroyed,,1,Reciprocating,IMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12508,11,10,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Go-around,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12509,12,10,1984,CESSNA,Destroyed,,1,Reciprocating,IMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
12510,12,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12511,12,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12512,13,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12513,13,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12514,13,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,1.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12515,14,10,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
12516,14,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12517,14,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12518,14,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0,0.0
12519,14,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12520,14,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12521,15,10,1984,CESSNA,Destroyed,,1,Reciprocating,IMC,Cruise,4.0,0.0,0.0,Fatal,4,0.0,0.0,100.0
12522,15,10,1984,CESSNA,Destroyed,,1,Reciprocating,IMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
12523,15,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12524,15,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12525,15,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12526,15,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Taxi,0.0,0.0,5.0,Non-Fatal,0,0.0,0.0,0.0
12527,16,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12528,16,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12529,16,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Taxi,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12530,16,10,1984,CESSNA,Substantial,,2,Reciprocating,IMC,Approach,0.0,1.0,4.0,Non-Fatal,0,0.0,0.0,0.0
12531,18,10,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12532,18,10,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12533,18,10,1984,CESSNA,Destroyed,,2,Reciprocating,VMC,Climb,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
12534,19,10,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Descent,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12535,19,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,1.0,1.0,0.0,Fatal,1,0.0,0.0,50.0
12536,19,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,1.0,2.0,0.0,Fatal,1,0.0,0.0,33.33333333333333
12537,20,10,1984,CESSNA,Destroyed,,2,Reciprocating,IMC,Takeoff,0.0,3.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12538,20,10,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Landing,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12539,20,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12540,20,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12541,21,10,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Maneuvering,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12542,21,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12543,21,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12544,21,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12545,22,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12546,23,10,1984,CESSNA,Destroyed,,1,Reciprocating,IMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
12547,23,10,1984,CESSNA,Substantial,,2,Reciprocating,IMC,Approach,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12548,24,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12549,26,10,1984,CESSNA,Destroyed,,1,Reciprocating,IMC,Maneuvering,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
12550,26,10,1984,CESSNA,Destroyed,,1,Reciprocating,IMC,Descent,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
12551,26,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
12552,27,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Taxi,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12553,27,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12554,27,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12555,27,10,1984,CESSNA,Substantial,,2,Reciprocating,VMC,Takeoff,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
12556,28,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Go-around,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12557,28,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12558,28,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Go-around,0.0,2.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12559,28,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12560,28,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12561,29,10,1984,CESSNA,Destroyed,,2,Reciprocating,VMC,Maneuvering,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
12562,31,10,1984,CESSNA,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12563,31,10,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12564,1,11,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12565,1,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12566,3,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12567,3,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12568,3,11,1984,CESSNA,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
12569,4,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12570,4,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12571,4,11,1984,CESSNA,Substantial,,1,Reciprocating,IMC,Cruise,0.0,4.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12572,5,11,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Climb,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12573,5,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12574,6,11,1984,CESSNA,Destroyed,,2,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12575,6,11,1984,CESSNA,Substantial,,2,Reciprocating,VMC,Taxi,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12576,7,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12577,7,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12578,8,11,1984,CESSNA,Destroyed,,2,Reciprocating,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12579,8,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12580,8,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12581,8,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12582,8,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12583,8,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12584,9,11,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12585,9,11,1984,CESSNA,Substantial,Airplane,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12586,9,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12587,10,11,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Landing,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12588,10,11,1984,CESSNA,Minor,,2,Reciprocating,VMC,Approach,1.0,0.0,3.0,Fatal,1,0.0,0.0,25.0
12589,10,11,1984,CESSNA,Substantial,,2,Turbo Prop,VMC,Climb,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12590,11,11,1984,CESSNA,Minor,,1,Reciprocating,VMC,Standing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12591,12,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12592,12,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12593,12,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12594,12,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,1.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12595,12,11,1984,CESSNA,Substantial,,2,Reciprocating,VMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12596,12,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12597,13,11,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Maneuvering,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
12598,13,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12599,15,11,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Standing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12600,15,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12601,16,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12602,17,11,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Maneuvering,3.0,0.0,0.0,Fatal,3,0.0,0.0,100.0
12603,17,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12604,17,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12605,17,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12606,18,11,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12607,18,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12608,19,11,1984,CESSNA,Destroyed,,1,Reciprocating,IMC,Approach,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12609,19,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12610,19,11,1984,CESSNA,Substantial,,1,Reciprocating,IMC,Cruise,0.0,3.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12611,20,11,1984,CESSNA,Destroyed,,2,Reciprocating,VMC,Cruise,5.0,1.0,0.0,Fatal,5,0.0,0.0,83.33333333333334
12612,20,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
12613,20,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Descent,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12614,20,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12615,20,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12616,20,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12617,21,11,1984,CESSNA,Substantial,,1,Reciprocating,IMC,Cruise,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
12618,22,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12619,23,11,1984,CESSNA,Destroyed,,1,Reciprocating,IMC,Cruise,4.0,0.0,0.0,Fatal,4,0.0,0.0,100.0
12620,23,11,1984,CESSNA,Destroyed,,1,Reciprocating,IMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
12621,23,11,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Climb,2.0,1.0,0.0,Fatal,2,0.0,0.0,66.66666666666666
12622,23,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12623,23,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Go-around,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12624,23,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12625,24,11,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Approach,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12626,24,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12627,25,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0,0.0
12628,26,11,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Descent,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
12629,26,11,1984,CESSNA,Destroyed,,1,Reciprocating,IMC,Cruise,4.0,0.0,0.0,Fatal,4,0.0,0.0,100.0
12630,26,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12631,27,11,1984,CESSNA,Destroyed,,1,Reciprocating,IMC,Approach,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12632,27,11,1984,CESSNA,Substantial,,2,Reciprocating,IMC,Approach,0.0,0.0,5.0,Non-Fatal,0,0.0,0.0,0.0
12633,28,11,1984,CESSNA,Substantial,,2,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12634,30,11,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Descent,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
12635,30,11,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12636,30,11,1984,CESSNA,Substantial,,2,Reciprocating,IMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
12637,30,11,1984,CESSNA,Substantial,,2,Reciprocating,IMC,Approach,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12638,1,12,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12639,1,12,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Maneuvering,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
12640,1,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12641,1,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12642,2,12,1984,CESSNA,Substantial,,2,Reciprocating,VMC,Takeoff,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
12643,2,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0,0.0
12644,3,12,1984,CESSNA,Destroyed,,1,Reciprocating,IMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
12645,3,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
12646,3,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12647,3,12,1984,CESSNA,Substantial,,2,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12648,4,12,1984,CESSNA,Substantial,,2,Reciprocating,IMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12649,4,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12650,5,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12651,6,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12652,6,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12653,6,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
12654,7,12,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Taxi,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12655,8,12,1984,CESSNA,Destroyed,,1,Reciprocating,IMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
12656,8,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12657,8,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12658,9,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12659,9,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12660,9,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12661,10,12,1984,CESSNA,Destroyed,,1,Reciprocating,IMC,Approach,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12662,10,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Go-around,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12663,11,12,1984,CESSNA,Destroyed,,1,Reciprocating,IMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
12664,11,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12665,12,12,1984,CESSNA,Destroyed,,2,Reciprocating,IMC,Maneuvering,0.0,3.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12666,12,12,1984,CESSNA,Destroyed,,1,Reciprocating,IMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
12668,13,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Taxi,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12669,14,12,1984,CESSNA,Destroyed,,1,Reciprocating,IMC,Maneuvering,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
12670,14,12,1984,CESSNA,Destroyed,,1,Reciprocating,IMC,Cruise,0.0,3.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12671,14,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12672,14,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12673,14,12,1984,CESSNA,Substantial,,2,Reciprocating,IMC,Descent,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12674,15,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
12675,16,12,1984,CESSNA,Destroyed,,1,Reciprocating,VMC,Maneuvering,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
12676,17,12,1984,CESSNA,Destroyed,,2,Reciprocating,VMC,Cruise,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
12677,17,12,1984,CESSNA,Destroyed,,2,Reciprocating,VMC,Climb,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
12678,17,12,1984,CESSNA,Substantial,,2,Reciprocating,IMC,Approach,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0,0.0
12679,17,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0,0.0
12681,19,12,1984,CESSNA,Destroyed,,2,Reciprocating,IMC,Maneuvering,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
12682,19,12,1984,CESSNA,Destroyed,,1,Reciprocating,IMC,Cruise,1.0,2.0,0.0,Fatal,1,0.0,0.0,33.33333333333333
12683,19,12,1984,CESSNA,Substantial,,1,Reciprocating,VMC,Taxi,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
12684,19,12,1984,CESSNA,Substantial,,2,Turbo Prop,IMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
